rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
50,1,1,2023,LLaMA: Open and Efficient Foundation Language Models,"Hugo Touvron, Thibaut Lavril, Gautier Izacard, X. Martinet, M. Lachaux, Timothée Lacroix, Baptiste Rozière, Naman Goyal, et al.",arXiv.org,2023-02-27,20427,2131,329.65,Foundation Models and Large Language Models,transformer,foundation-models,"We introduce LLaMA, a collection of foundation language models ranging from 7B to 65B parameters.","high citation signal (20,427); influential citation signal (2,131)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/57e849d0de13ed5f91d086936296721d4ff75a75,https://www.semanticscholar.org/paper/57e849d0de13ed5f91d086936296721d4ff75a75,,,2302.13971,,257219404,Computer Science,JournalArticle,foundation models,1,citations=20427; influential=2131; open PDF metadata; title AI matches=1; AI term matches=1,"We introduce LLaMA, a collection of foundation language models ranging from 7B to 65B parameters. We train our models on trillions of tokens, and show that it is possible to train state-of-the-art models using publicly available datasets exclusively, without resorting to proprietary and inaccessible datasets. In particular, LLaMA-13B outperforms GPT-3 (175B) on most benchmarks, and LLaMA-65B is competitive with the best models, Chinchilla-70B and PaLM-540B. We release all our models to the research community."
66,2,2,2023,Llama 2: Open Foundation and Fine-Tuned Chat Models,"Hugo Touvron, Louis Martin, Kevin R. Stone, Peter Albert, Amjad Almahairi, Yasmine Babaei, Niko-lay Bashlykov, Soumya Batra, et al.",arXiv.org,2023-07-18,17320,2177,333.319,Foundation Models and Large Language Models,trustworthy-ai,foundation-models; nlp; trustworthy-ai,"In this work, we develop and release Llama 2, a collection of pretrained and fine-tuned large language models (LLMs) ranging in scale from 7 billion to 70 billion parameters.","high citation signal (17,320); influential citation signal (2,177)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/104b0bb1da562d53cbda87aec79ef6a2827d191a,https://www.semanticscholar.org/paper/104b0bb1da562d53cbda87aec79ef6a2827d191a,,,2307.09288,,259950998,Computer Science,JournalArticle,foundation models; large language models,2,citations=17320; influential=2177; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=2; query hits=2,"In this work, we develop and release Llama 2, a collection of pretrained and fine-tuned large language models (LLMs) ranging in scale from 7 billion to 70 billion parameters. Our fine-tuned LLMs, called Llama 2-Chat, are optimized for dialogue use cases. Our models outperform open-source chat models on most benchmarks we tested, and based on our human evaluations for helpfulness and safety, may be a suitable substitute for closed-source models. We provide a detailed description of our approach to fine-tuning and safety improvements of Llama 2-Chat in order to enable the community to build on our work and contribute to the responsible development of LLMs."
85,3,3,2023,Segment Anything,"A. Kirillov, Eric Mintun, Nikhila Ravi, Hanzi Mao, Chloé Rolland, Laura Gustafson, Tete Xiao, Spencer Whitehead, et al.",IEEE International Conference on Computer Vision,2023-04-05,14026,1884,334.656,Vision and Multimodal Learning,benchmark/dataset; trustworthy-ai,vision; trustworthy-ai,"We introduce the Segment Anything (SA) project: a new task, model, and dataset for image segmentation.","high citation signal (14,026); influential citation signal (1,884)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/ICCV51070.2023.00371,https://www.semanticscholar.org/paper/7470a1702c8c86e6f28d32cfa315381150102f5b,,10.1109/ICCV51070.2023.00371,2304.02643,,257952310,Computer Science,JournalArticle; Conference,computer vision; foundation models,2,citations=14026; influential=1884; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=5; query hits=2,"We introduce the Segment Anything (SA) project: a new task, model, and dataset for image segmentation. Using our efficient model in a data collection loop, we built the largest segmentation dataset to date (by far), with over 1 billion masks on 11M licensed and privacy respecting images. The model is designed and trained to be promptable, so it can transfer zero-shot to new image distributions and tasks. We evaluate its capabilities on numerous tasks and find that its zero-shot performance is impressive – often competitive with or even superior to prior fully supervised results. We are releasing the Segment Anything Model (SAM) and corresponding dataset (SA-1B) of 1B masks and 11M images at segment-anything.com to foster research into foundation models for computer vision. We recommend reading the full paper at: arxiv.org/abs/2304.02643."
129,4,4,2023,Visual Instruction Tuning,"Haotian Liu, Chunyuan Li, Qingyang Wu, Yong Jae Lee",Neural Information Processing Systems,2023-04-17,9932,1598,318.759,Foundation Models and Large Language Models,benchmark/dataset; transformer,foundation-models; generative-ai; multimodal; vision; ai4science,"Instruction tuning large language models (LLMs) using machine-generated instruction-following data has improved zero-shot capabilities on new tasks, but the idea is less explored in the multimodal field.","high citation signal (9,932); influential citation signal (1,598); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2304.08485,https://www.semanticscholar.org/paper/a5036f31f0e629dc661f120b8c3b1f374d479ab8,http://arxiv.org/pdf/2304.08485,10.48550/arXiv.2304.08485,2304.08485,,258179774,Computer Science,JournalArticle,large language models,1,citations=9932; influential=1598; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=4,"Instruction tuning large language models (LLMs) using machine-generated instruction-following data has improved zero-shot capabilities on new tasks, but the idea is less explored in the multimodal field. In this paper, we present the first attempt to use language-only GPT-4 to generate multimodal language-image instruction-following data. By instruction tuning on such generated data, we introduce LLaVA: Large Language and Vision Assistant, an end-to-end trained large multimodal model that connects a vision encoder and LLM for general-purpose visual and language understanding.Our early experiments show that LLaVA demonstrates impressive multimodel chat abilities, sometimes exhibiting the behaviors of multimodal GPT-4 on unseen images/instructions, and yields a 85.1% relative score compared with GPT-4 on a synthetic multimodal instruction-following dataset. When fine-tuned on Science QA, the synergy of LLaVA and GPT-4 achieves a new state-of-the-art accuracy of 92.53%. We make GPT-4 generated visual instruction tuning data, our model and code base publicly available."
145,5,5,2023,Judging LLM-as-a-judge with MT-Bench and Chatbot Arena,"Lianmin Zheng, Wei-Lin Chiang, Ying Sheng, Siyuan Zhuang, Zhanghao Wu, Yonghao Zhuang, Zi Lin, Zhuohan Li, et al.",Neural Information Processing Systems,2023-06-09,9220,1218,317.324,Foundation Models and Large Language Models,benchmark/dataset; transformer; trustworthy-ai,foundation-models; nlp; trustworthy-ai,Evaluating large language model (LLM) based chat assistants is challenging due to their broad capabilities and the inadequacy of existing benchmarks in measuring human preferences.,"high citation signal (9,220); influential citation signal (1,218)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.52202/075280-2020,https://www.semanticscholar.org/paper/a0a79dad89857a96f8f71b14238e5237cbfc4787,,10.52202/075280-2020,2306.05685,,259129398,Computer Science,JournalArticle,large language models,1,citations=9220; influential=1218; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=3,"Evaluating large language model (LLM) based chat assistants is challenging due to their broad capabilities and the inadequacy of existing benchmarks in measuring human preferences. To address this, we explore using strong LLMs as judges to evaluate these models on more open-ended questions. We examine the usage and limitations of LLM-as-a-judge, including position, verbosity, and self-enhancement biases, as well as limited reasoning ability, and propose solutions to mitigate some of them. We then verify the agreement between LLM judges and human preferences by introducing two benchmarks: MT-bench, a multi-turn question set; and Chatbot Arena, a crowdsourced battle platform. Our results reveal that strong LLM judges like GPT-4 can match both controlled and crowdsourced human preferences well, achieving over 80% agreement, the same level of agreement between humans. Hence, LLM-as-a-judge is a scalable and explainable way to approximate human preferences, which are otherwise very expensive to obtain. Additionally, we show our benchmark and traditional benchmarks complement each other by evaluating several variants of LLaMA and Vicuna. The MT-bench questions, 3K expert votes, and 30K conversations with human preferences are publicly available at https://github.com/lm-sys/FastChat/tree/main/fastchat/llm_judge."
146,6,6,2023,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,"Rafael Rafailov, Archit Sharma, E. Mitchell, Stefano Ermon, Christopher D. Manning, Chelsea Finn",Neural Information Processing Systems,2023-05-29,9211,1981,315.108,Foundation Models and Large Language Models,reinforcement-learning,machine-learning; foundation-models; nlp; reinforcement-learning,"While large-scale unsupervised language models (LMs) learn broad world knowledge and some reasoning skills, achieving precise control of their behavior is difficult due to the completely unsupervised nature of their training.","high citation signal (9,211); influential citation signal (1,981)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.52202/075280-2338,https://www.semanticscholar.org/paper/0d1c76d45afa012ded7ab741194baf142117c495,,10.52202/075280-2338,2305.18290,,258959321,Computer Science,JournalArticle,large language models; reinforcement learning,2,citations=9211; influential=1981; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2,"While large-scale unsupervised language models (LMs) learn broad world knowledge and some reasoning skills, achieving precise control of their behavior is difficult due to the completely unsupervised nature of their training. Existing methods for gaining such steerability collect human labels of the relative quality of model generations and fine-tune the unsupervised LM to align with these preferences, often with reinforcement learning from human feedback (RLHF). However, RLHF is a complex and often unstable procedure, first fitting a reward model that reflects the human preferences, and then fine-tuning the large unsupervised LM using reinforcement learning to maximize this estimated reward without drifting too far from the original model. In this paper we introduce a new parameterization of the reward model in RLHF that enables extraction of the corresponding optimal policy in closed form, allowing us to solve the standard RLHF problem with only a simple classification loss. The resulting algorithm, which we call Direct Preference Optimization (DPO), is stable, performant, and computationally lightweight, eliminating the need for sampling from the LM during fine-tuning or performing significant hyperparameter tuning. Our experiments show that DPO can fine-tune LMs to align with human preferences as well as or better than existing methods. Notably, fine-tuning with DPO exceeds PPO-based RLHF in ability to control sentiment of generations, and matches or improves response quality in summarization and single-turn dialogue while being substantially simpler to implement and train."
156,7,7,2023,3D Gaussian Splatting for Real-Time Radiance Field Rendering,"Bernhard Kerbl, Georgios Kopanas, Thomas Leimkuehler, G. Drettakis",ACM Transactions on Graphics,2023-07-26,8889,2465,312.384,Vision and Multimodal Learning,metadata-ranked,vision; reinforcement-learning; trustworthy-ai,Radiance Field methods have recently revolutionized novel-view synthesis of scenes captured with multiple photos or videos.,"high citation signal (8,889); influential citation signal (2,465); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1145/3592433,https://www.semanticscholar.org/paper/2cc1d857e86d5152ba7fe6a8355c2a0150cc280a,https://dl.acm.org/doi/pdf/10.1145/3592433,10.1145/3592433,2308.04079,,259267917,Computer Science,JournalArticle,neural networks,1,citations=8889; influential=2465; open PDF metadata; AI term matches=2,"Radiance Field methods have recently revolutionized novel-view synthesis of scenes captured with multiple photos or videos. However, achieving high visual quality still requires neural networks that are costly to train and render, while recent faster methods inevitably trade off speed for quality. For unbounded and complete scenes (rather than isolated objects) and 1080p resolution rendering, no current method can achieve real-time display rates. We introduce three key elements that allow us to achieve state-of-the-art visual quality while maintaining competitive training times and importantly allow high-quality real-time (≥ 30 fps) novel-view synthesis at 1080p resolution. First, starting from sparse points produced during camera calibration, we represent the scene with 3D Gaussians that preserve desirable properties of continuous volumetric radiance fields for scene optimization while avoiding unnecessary computation in empty space; Second, we perform interleaved optimization/density control of the 3D Gaussians, notably optimizing anisotropic covariance to achieve an accurate representation of the scene; Third, we develop a fast visibility-aware rendering algorithm that supports anisotropic splatting and both accelerates training and allows realtime rendering. We demonstrate state-of-the-art visual quality and real-time rendering on several established datasets."
161,8,8,2023,DINOv2: Learning Robust Visual Features without Supervision,"M. Oquab, Timothée Darcet, Théo Moutakanni, Huy V. Vo, Marc Szafraniec, Vasil Khalidov, Pierre Fernandez, Daniel Haziza, et al.",Trans. Mach. Learn. Res.,2023-04-14,8740,1307,320.135,Vision and Multimodal Learning,benchmark/dataset; transformer; self-supervised; trustworthy-ai,nlp; vision; trustworthy-ai,The recent breakthroughs in natural language processing for model pretraining on large quantities of data have opened the way for similar foundation models in computer vision.,"high citation signal (8,740); influential citation signal (1,307); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.48550/arXiv.2304.07193,https://www.semanticscholar.org/paper/5a9cb1b3dc4655218b3deeaf4a2417a9a8cd0891,http://arxiv.org/pdf/2304.07193,10.48550/arXiv.2304.07193,2304.07193,,258170077,Computer Science,JournalArticle,computer vision; foundation models; large language models; natural language processing,4,citations=8740; influential=1307; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=4; query hits=4,"The recent breakthroughs in natural language processing for model pretraining on large quantities of data have opened the way for similar foundation models in computer vision. These models could greatly simplify the use of images in any system by producing all-purpose visual features, i.e., features that work across image distributions and tasks without finetuning. This work shows that existing pretraining methods, especially self-supervised methods, can produce such features if trained on enough curated data from diverse sources. We revisit existing approaches and combine different techniques to scale our pretraining in terms of data and model size. Most of the technical contributions aim at accelerating and stabilizing the training at scale. In terms of data, we propose an automatic pipeline to build a dedicated, diverse, and curated image dataset instead of uncurated data, as typically done in the self-supervised literature. In terms of models, we train a ViT model (Dosovitskiy et al., 2020) with 1B parameters and distill it into a series of smaller models that surpass the best available all-purpose features, OpenCLIP (Ilharco et al., 2021) on most of the benchmarks at image and pixel levels."
176,9,9,2023,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,"Junnan Li, Dongxu Li, S. Savarese, Steven C. H. Hoi",International Conference on Machine Learning,2023-01-30,8331,956,315.706,Foundation Models and Large Language Models,transformer; self-supervised; generative,machine-learning; foundation-models; generative-ai; multimodal; nlp; vision,The cost of vision-and-language pre-training has become increasingly prohibitive due to end-to-end training of large-scale models.,"high citation signal (8,331); influential citation signal (956); recognized venue; open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2301.12597,https://www.semanticscholar.org/paper/3f5b31c4f7350dc88002c121aecbdc82f86eb5bb,http://arxiv.org/pdf/2301.12597,10.48550/arXiv.2301.12597,2301.12597,,256390509,Computer Science,JournalArticle; Conference,large language models,1,citations=8331; influential=956; recognized venue; open PDF metadata; title AI matches=2; AI term matches=6,"The cost of vision-and-language pre-training has become increasingly prohibitive due to end-to-end training of large-scale models. This paper proposes BLIP-2, a generic and efficient pre-training strategy that bootstraps vision-language pre-training from off-the-shelf frozen pre-trained image encoders and frozen large language models. BLIP-2 bridges the modality gap with a lightweight Querying Transformer, which is pre-trained in two stages. The first stage bootstraps vision-language representation learning from a frozen image encoder. The second stage bootstraps vision-to-language generative learning from a frozen language model. BLIP-2 achieves state-of-the-art performance on various vision-language tasks, despite having significantly fewer trainable parameters than existing methods. For example, our model outperforms Flamingo80B by 8.7% on zero-shot VQAv2 with 54x fewer trainable parameters. We also demonstrate the model's emerging capabilities of zero-shot image-to-text generation that can follow natural language instructions."
193,10,10,2023,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,"Albert Gu, Tri Dao",arXiv.org,2023-12-01,7640,1163,304.543,Foundation Models and Large Language Models,transformer,machine-learning,"Foundation models, now powering most of the exciting applications in deep learning, are almost universally based on the Transformer architecture and its core attention module.","high citation signal (7,640); influential citation signal (1,163)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/7bbc7595196a0606a07506c4fb1473e5e87f6082,https://www.semanticscholar.org/paper/7bbc7595196a0606a07506c4fb1473e5e87f6082,,,2312.00752,,265551773,Computer Science,JournalArticle,deep learning; foundation models; neural networks,3,citations=7640; influential=1163; open PDF metadata; AI term matches=5; query hits=3,"Foundation models, now powering most of the exciting applications in deep learning, are almost universally based on the Transformer architecture and its core attention module. Many subquadratic-time architectures such as linear attention, gated convolution and recurrent models, and structured state space models (SSMs) have been developed to address Transformers' computational inefficiency on long sequences, but they have not performed as well as attention on important modalities such as language. We identify that a key weakness of such models is their inability to perform content-based reasoning, and make several improvements. First, simply letting the SSM parameters be functions of the input addresses their weakness with discrete modalities, allowing the model to selectively propagate or forget information along the sequence length dimension depending on the current token. Second, even though this change prevents the use of efficient convolutions, we design a hardware-aware parallel algorithm in recurrent mode. We integrate these selective SSMs into a simplified end-to-end neural network architecture without attention or even MLP blocks (Mamba). Mamba enjoys fast inference (5$\times$ higher throughput than Transformers) and linear scaling in sequence length, and its performance improves on real data up to million-length sequences. As a general sequence model backbone, Mamba achieves state-of-the-art performance across several modalities such as language, audio, and genomics. On language modeling, our Mamba-3B model outperforms Transformers of the same size and matches Transformers twice its size, both in pretraining and downstream evaluation."
